Objects
100
,,Global Angle rccar_car_01:rccar_car_01,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
386,0,0.00178087,0.0329164,-1.12732,143.592,-1390.2,144.269
387,0,0.00112333,0.0326845,-1.12633,146.909,-1396.91,144.212
388,0,0.000811946,0.0324837,-1.12533,150.152,-1403.39,144.194
389,0,0.00101802,0.0317695,-1.12479,153.394,-1409.74,144.183
390,0,0.000992739,0.0319104,-1.1239,156.489,-1415.9,144.21
391,0,0.000493741,0.0316667,-1.12329,159.527,-1421.88,144.325
392,0,-0.000469461,0.0316064,-1.1222,162.506,-1427.71,144.445
393,0,-0.000792275,0.0309843,-1.12152,165.421,-1433.35,144.607
394,0,-0.00120018,0.0305963,-1.12076,168.238,-1438.83,144.759
395,0,-0.000983105,0.0294187,-1.12021,171.037,-1444.16,144.879
396,0,-0.00190495,0.0292043,-1.11907,173.69,-1449.37,144.969
397,0,-0.00242298,0.0293918,-1.11712,176.312,-1454.28,145.064
398,0,-0.00241149,0.0283483,-1.11785,178.827,-1459.32,145.126
399,0,-0.00207023,0.0274695,-1.11746,181.346,-1464.09,145.225
400,0,-0.00182953,0.0268463,-1.11704,183.696,-1468.69,145.292
401,0,-0.00245424,0.0268059,-1.1164,186.016,-1473.15,145.389
402,0,-0.00209679,0.0258437,-1.11599,188.274,-1477.42,145.435
403,0,-0.00386729,0.0264204,-1.11475,190.439,-1481.62,145.568
404,0,-0.00323341,0.0253451,-1.11453,192.557,-1485.65,145.674
405,0,-0.00443097,0.0252409,-1.11358,194.557,-1489.58,145.794
406,0,-0.00395231,0.0245328,-1.11325,196.584,-1493.35,145.841
407,0,-0.0047888,0.0251826,-1.11096,198.496,-1496.8,145.909
408,0,-0.00431112,0.0239874,-1.11213,200.351,-1500.5,146.008
409,0,-0.00480927,0.0237189,-1.11141,202.123,-1503.91,146.103
410,0,-0.00457997,0.0232142,-1.11115,203.897,-1507.19,146.192
411,0,-0.00533029,0.022888,-1.1107,205.545,-1510.38,146.288
412,0,-0.00617176,0.0237934,-1.10816,207.206,-1513.22,146.301
413,0,-0.00615767,0.0234577,-1.10777,208.804,-1516.13,146.363
414,0,-0.00662108,0.0231188,-1.10729,210.3,-1518.97,146.421
415,0,-0.00730506,0.0230781,-1.10664,211.738,-1521.67,146.441
416,0,-0.00674838,0.0221458,-1.10658,213.185,-1524.28,146.501
417,0,-0.00734349,0.0218516,-1.10602,214.513,-1526.83,146.564
418,0,-0.00831438,0.0223616,-1.10535,215.788,-1529.21,146.575
419,0,-0.00715832,0.0212686,-1.10567,217.086,-1531.56,146.58
420,0,-0.00746841,0.0207967,-1.1055,218.252,-1533.74,146.589
421,0,-0.00901429,0.0214131,-1.10453,219.379,-1535.92,146.664
422,0,-0.00817088,0.0205544,-1.10459,220.528,-1537.99,146.679
423,0,-0.00822503,0.0204786,-1.10444,221.53,-1539.86,146.683
424,0,-0.00873968,0.0207551,-1.1042,222.587,-1541.76,146.716
425,0,-0.00920078,0.0203407,-1.10387,223.503,-1543.54,146.796
426,0,-0.009185,0.0201864,-1.10354,224.4,-1545.21,146.831
427,0,-0.0095661,0.0203656,-1.10322,225.211,-1546.77,146.849
428,0,-0.00856974,0.0194493,-1.1034,226.06,-1548.28,146.819
429,0,-0.00948955,0.0204163,-1.10267,226.837,-1549.66,146.869
430,0,-0.00947693,0.0199042,-1.10267,227.563,-1550.96,146.912
431,0,-0.0097937,0.019771,-1.10247,228.205,-1552.19,146.952
432,0,-0.00966029,0.0196052,-1.1023,228.766,-1553.31,146.951
433,0,-0.0100096,0.0194765,-1.10196,229.35,-1554.38,147
434,0,-0.00881113,0.0183921,-1.10226,229.871,-1555.35,147.005
435,0,-0.00980337,0.0189895,-1.10163,230.376,-1556.27,147.065
436,0,-0.010454,0.0194463,-1.10122,230.791,-1557.08,147.082
437,0,-0.0100587,0.0192221,-1.10131,231.227,-1557.81,147.085
438,0,-0.0104987,0.0195617,-1.10104,231.547,-1558.43,147.079
439,0,-0.00990842,0.0190428,-1.10138,231.878,-1558.95,147.118
440,0,-0.0102829,0.0186772,-1.10131,232.118,-1559.42,147.16
441,0,-0.0102498,0.0180892,-1.10126,232.309,-1559.77,147.181
442,0,-0.0103425,0.0178459,-1.10119,232.467,-1560.1,147.195
443,0,-0.0112869,0.0185988,-1.10067,232.568,-1560.33,147.185
444,0,-0.0102653,0.0183122,-1.10118,232.667,-1560.48,147.183
445,0,-0.0108713,0.0188803,-1.101,232.681,-1560.55,147.177
446,0,-0.0104132,0.0184849,-1.10128,232.664,-1560.51,147.189
447,0,-0.0104583,0.0182878,-1.10121,232.614,-1560.41,147.207
448,0,-0.0106412,0.0180057,-1.10113,232.517,-1560.25,147.212
449,0,-0.0104998,0.0178264,-1.10114,232.419,-1560.02,147.21
450,0,-0.0106473,0.0177292,-1.10117,232.285,-1559.73,147.202
451,0,-0.0109523,0.0177024,-1.10115,232.124,-1559.4,147.231
452,0,-0.0109595,0.0174727,-1.10126,231.938,-1559.03,147.27
453,0,-0.0111157,0.017217,-1.10117,231.735,-1558.65,147.303
454,0,-0.0111195,0.0169806,-1.10131,231.539,-1558.26,147.347
455,0,-0.0113307,0.0168305,-1.10133,231.299,-1557.83,147.404
456,0,-0.0114331,0.0165742,-1.10141,231.089,-1557.4,147.474
457,0,-0.0119565,0.0165564,-1.10138,230.805,-1556.97,147.519
458,0,-0.0120878,0.0161321,-1.10154,230.576,-1556.53,147.57
459,0,-0.0124351,0.0162637,-1.1012,230.471,-1556.07,147.555
460,0,-0.0120534,0.0155213,-1.1016,230.182,-1555.62,147.568
461,0,-0.0121403,0.0152761,-1.10169,229.933,-1555.19,147.624
462,0,-0.0124635,0.0151148,-1.1021,229.62,-1554.83,147.743
463,0,-0.01267,0.0150859,-1.10208,229.379,-1554.37,147.782
464,0,-0.0125513,0.0148495,-1.10222,229.156,-1553.94,147.799
465,0,-0.0121019,0.0143217,-1.10247,228.949,-1553.5,147.816
466,0,-0.0122365,0.0143097,-1.10246,228.716,-1553.08,147.825
467,0,-0.0121765,0.0142857,-1.10247,228.524,-1552.67,147.83
468,0,-0.0126212,0.0145118,-1.10233,228.329,-1552.26,147.83
469,0,-0.0126015,0.0143288,-1.10243,228.132,-1551.89,147.853
470,0,-0.0125126,0.0143012,-1.10244,227.952,-1551.49,147.876
471,0,-0.0130184,0.0144064,-1.10225,227.744,-1551.1,147.872
472,0,-0.0130977,0.0142812,-1.1022,227.56,-1550.72,147.906
473,0,-0.0134166,0.0144241,-1.10211,227.368,-1550.37,147.916
474,0,-0.0134237,0.0142749,-1.10211,227.187,-1550.05,147.928
475,0,-0.0132581,0.0140344,-1.10226,227.024,-1549.7,147.961
476,0,-0.0126266,0.0125949,-1.104,226.872,-1549.56,148.034
477,0,-0.0135026,0.0140343,-1.10225,226.676,-1549.09,147.989
478,0,-0.0139145,0.0141163,-1.10225,226.521,-1548.81,148.004
479,0,-0.01407,0.0142639,-1.10192,226.489,-1548.51,147.936
480,0,-0.0136436,0.0137458,-1.10222,226.338,-1548.23,147.944
481,0,-0.013484,0.0136348,-1.10235,226.212,-1548,147.948
482,0,-0.0132573,0.0134144,-1.10249,226.105,-1547.79,147.968
483,0,-0.0130679,0.0131029,-1.10299,225.879,-1547.63,148.046

